start	end	text	parse_string	label
1355.3966279296876	1356.1266279296876	basic rights	(NP (JJ basic) (NNS rights))	('NP',)
1356.2066279296876	1357.5166279296875	as a nonhuman person	(PP (IN as) (NP (DT a) (JJ nonhuman) (NN person)))	('PP',)
1356.3166279296877	1357.5166279296875	a nonhuman person	(NP (DT a) (JJ nonhuman) (NN person))	('NP',)
1357.8266279296877	1358.4566279296876	including the right to	(PP (VBG including) (NP (DT the) (NN right) (S (VP (TO to)))))	('PP',)
1358.1966279296876	1358.4566279296876	the right to	(NP (DT the) (NN right) (S (VP (TO to))))	('NP',)
1358.4966279296875	1371.3666279296876	freedom And in New York state an attorney is fighting to get the courts to recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(S (NP (NN freedom)) (CC And) (PP (IN in) (NP (NML (NNP New) (NNP York)) (NN state))) (NP (DT an) (NN attorney)) (VP (VBZ is) (VP (VBG fighting) (S (VP (TO to) (VP (VB get) (S (NP (DT the) (NNS courts)) (VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get)))))))))))))))))	('S',)
1360.2566279296875	1361.0066279296875	in New York state	(PP (IN in) (NP (NML (NNP New) (NNP York)) (NN state)))	('PP',)
1360.3466279296877	1361.0066279296875	New York state	(NP (NML (NNP New) (NNP York)) (NN state))	('NP',)
1360.3466279296877	1360.6666279296876	New York	(NML (NNP New) (NNP York))	('NML',)
1361.4566279296876	1361.8666279296876	an attorney	(NP (DT an) (NN attorney))	('NP',)
1361.9066279296876	1371.3666279296876	is fighting to get the courts to recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(VP (VBZ is) (VP (VBG fighting) (S (VP (TO to) (VP (VB get) (S (NP (DT the) (NNS courts)) (VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get))))))))))))))))	('VP',)
1362.0366279296877	1371.3666279296876	fighting to get the courts to recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(VP (VBG fighting) (S (VP (TO to) (VP (VB get) (S (NP (DT the) (NNS courts)) (VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get)))))))))))))))	('VP',)
1362.3166279296877	1371.3666279296876	to get the courts to recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(S (VP (TO to) (VP (VB get) (S (NP (DT the) (NNS courts)) (VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get))))))))))))))	('S', 'VP')
1362.3866279296876	1371.3666279296876	get the courts to recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(VP (VB get) (S (NP (DT the) (NNS courts)) (VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get))))))))))))	('VP',)
1362.5466279296877	1371.3666279296876	the courts to recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(S (NP (DT the) (NNS courts)) (VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get)))))))))))	('S',)
1362.5466279296877	1362.9966279296875	the courts	(NP (DT the) (NNS courts))	('NP',)
1362.9966279296875	1371.3666279296876	to recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(VP (TO to) (VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get))))))))))	('VP',)
1363.0966279296877	1371.3666279296876	recognize that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(VP (VB recognize) (SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get)))))))))	('VP',)
1363.7966279296877	1371.3666279296876	that two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(SBAR (IN that) (S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get))))))))	('SBAR',)
1363.9466279296876	1371.3666279296876	two captive chimps Tommy and Kiko are nonhuman persons deserving of legal rights just like corporations get	(S (NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko))) (VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get)))))))	('S',)
1363.9466279296876	1366.5966279296877	two captive chimps Tommy and Kiko	(NP (NP (CD two) (JJ captive) (NNS chimps)) (NP (NNP Tommy) (CC and) (NNP Kiko)))	('NP',)
1363.9466279296876	1365.0766279296877	two captive chimps	(NP (CD two) (JJ captive) (NNS chimps))	('NP',)
1365.5566279296877	1366.5966279296877	Tommy and Kiko	(NP (NNP Tommy) (CC and) (NNP Kiko))	('NP',)
1367.0366279296877	1371.3666279296876	are nonhuman persons deserving of legal rights just like corporations get	(VP (VBP are) (NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get))))))	('VP',)
1367.1766279296876	1371.3666279296876	nonhuman persons deserving of legal rights just like corporations get	(NP (NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))) (SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get)))))	('NP',)
1367.1766279296876	1369.3666279296876	nonhuman persons deserving of legal rights	(NP (NP (JJ nonhuman) (NNS persons)) (ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights)))))	('NP',)
1367.1766279296876	1368.1566279296876	nonhuman persons	(NP (JJ nonhuman) (NNS persons))	('NP',)
1368.1766279296876	1369.3666279296876	deserving of legal rights	(ADJP (JJ deserving) (PP (IN of) (NP (JJ legal) (NNS rights))))	('ADJP',)
1368.5966279296877	1369.3666279296876	of legal rights	(PP (IN of) (NP (JJ legal) (NNS rights)))	('PP',)
1368.7066279296876	1369.3666279296876	legal rights	(NP (JJ legal) (NNS rights))	('NP',)
1370.1266279296876	1371.3666279296876	just like corporations get	(SBAR (ADVP (RB just)) (IN like) (S (NP (NNS corporations)) (VP (VBP get))))	('SBAR',)
1370.4566279296876	1371.3666279296876	corporations get	(S (NP (NNS corporations)) (VP (VBP get)))	('S',)
1376.5566279296877	1381.8166279296877	The thing is David Slater the photographer who's getting sued by the monkey he agrees with PETA on this point	(S (NP (DT The) (NN thing)) (VP (VBZ is) (NP (NP (NP (NP (NNP David) (NNP Slater)) (NP (DT the) (NN photographer))) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG getting) (VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey))))))))) (SBAR (S (NP (PRP he)) (VP (VBZ agrees) (PP (IN with) (NP (NNP PETA))) (PP (IN on) (NP (DT this) (NN point)))))))))	('S',)
1376.5566279296877	1376.7966279296877	The thing	(NP (DT The) (NN thing))	('NP',)
1376.8366279296877	1381.8166279296877	is David Slater the photographer who's getting sued by the monkey he agrees with PETA on this point	(VP (VBZ is) (NP (NP (NP (NP (NNP David) (NNP Slater)) (NP (DT the) (NN photographer))) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG getting) (VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey))))))))) (SBAR (S (NP (PRP he)) (VP (VBZ agrees) (PP (IN with) (NP (NNP PETA))) (PP (IN on) (NP (DT this) (NN point))))))))	('VP',)
1377.1966279296876	1381.8166279296877	David Slater the photographer who's getting sued by the monkey he agrees with PETA on this point	(NP (NP (NP (NP (NNP David) (NNP Slater)) (NP (DT the) (NN photographer))) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG getting) (VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey))))))))) (SBAR (S (NP (PRP he)) (VP (VBZ agrees) (PP (IN with) (NP (NNP PETA))) (PP (IN on) (NP (DT this) (NN point)))))))	('NP',)
1377.1966279296876	1379.8566279296876	David Slater the photographer who's getting sued by the monkey	(NP (NP (NP (NNP David) (NNP Slater)) (NP (DT the) (NN photographer))) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG getting) (VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey)))))))))	('NP',)
1377.1966279296876	1378.6066279296876	David Slater the photographer	(NP (NP (NNP David) (NNP Slater)) (NP (DT the) (NN photographer)))	('NP',)
1377.1966279296876	1378.0666279296877	David Slater	(NP (NNP David) (NNP Slater))	('NP',)
1378.0666279296877	1378.6066279296876	the photographer	(NP (DT the) (NN photographer))	('NP',)
1378.6466279296876	1379.8566279296876	who's getting sued by the monkey	(SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG getting) (VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey))))))))	('SBAR',)
1378.6466279296876	1379.8566279296876	's getting sued by the monkey	(S (VP (VBZ 's) (VP (VBG getting) (VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey)))))))	('S', 'VP')
1378.7666279296875	1379.8566279296876	getting sued by the monkey	(VP (VBG getting) (VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey)))))	('VP',)
1379.0366279296877	1379.8566279296876	sued by the monkey	(VP (VBN sued) (PP (IN by) (NP (DT the) (NN monkey))))	('VP',)
1379.2866279296877	1379.8566279296876	by the monkey	(PP (IN by) (NP (DT the) (NN monkey)))	('PP',)
1379.4366279296876	1379.8566279296876	the monkey	(NP (DT the) (NN monkey))	('NP',)
1380.4566279296876	1381.8166279296877	he agrees with PETA on this point	(SBAR (S (NP (PRP he)) (VP (VBZ agrees) (PP (IN with) (NP (NNP PETA))) (PP (IN on) (NP (DT this) (NN point))))))	('SBAR', 'S')
1380.5766279296877	1381.8166279296877	agrees with PETA on this point	(VP (VBZ agrees) (PP (IN with) (NP (NNP PETA))) (PP (IN on) (NP (DT this) (NN point))))	('VP',)
1380.8866279296876	1381.2566279296875	with PETA	(PP (IN with) (NP (NNP PETA)))	('PP',)
1381.2366279296875	1381.8166279296877	on this point	(PP (IN on) (NP (DT this) (NN point)))	('PP',)
1381.3666279296876	1381.8166279296877	this point	(NP (DT this) (NN point))	('NP',)
1382.8166279296877	1386.9266279296876	In fact he used to defend PETA to his friends when they grumbled about the stunts	(S (PP (IN In) (NP (NN fact))) (NP (PRP he)) (VP (VBD used) (S (VP (TO to) (VP (VB defend) (NP (NNP PETA)) (PP (IN to) (NP (PRP$ his) (NNS friends))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD grumbled) (PP (IN about) (NP (DT the) (NNS stunts)))))))))))	('S',)
1382.8166279296877	1383.2766279296875	In fact	(PP (IN In) (NP (NN fact)))	('PP',)
1383.4066279296876	1386.9266279296876	used to defend PETA to his friends when they grumbled about the stunts	(VP (VBD used) (S (VP (TO to) (VP (VB defend) (NP (NNP PETA)) (PP (IN to) (NP (PRP$ his) (NNS friends))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD grumbled) (PP (IN about) (NP (DT the) (NNS stunts))))))))))	('VP',)
1383.5666279296877	1386.9266279296876	to defend PETA to his friends when they grumbled about the stunts	(S (VP (TO to) (VP (VB defend) (NP (NNP PETA)) (PP (IN to) (NP (PRP$ his) (NNS friends))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD grumbled) (PP (IN about) (NP (DT the) (NNS stunts)))))))))	('S', 'VP')
1383.6466279296876	1386.9266279296876	defend PETA to his friends when they grumbled about the stunts	(VP (VB defend) (NP (NNP PETA)) (PP (IN to) (NP (PRP$ his) (NNS friends))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD grumbled) (PP (IN about) (NP (DT the) (NNS stunts)))))))	('VP',)
1384.4566279296876	1385.3266279296877	to his friends	(PP (IN to) (NP (PRP$ his) (NNS friends)))	('PP',)
1384.6366279296876	1385.3266279296877	his friends	(NP (PRP$ his) (NNS friends))	('NP',)
1385.4766279296875	1386.9266279296876	when they grumbled about the stunts	(SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD grumbled) (PP (IN about) (NP (DT the) (NNS stunts))))))	('SBAR',)
1385.5666279296877	1386.9266279296876	they grumbled about the stunts	(S (NP (PRP they)) (VP (VBD grumbled) (PP (IN about) (NP (DT the) (NNS stunts)))))	('S',)
1385.6766279296876	1386.9266279296876	grumbled about the stunts	(VP (VBD grumbled) (PP (IN about) (NP (DT the) (NNS stunts))))	('VP',)
1386.0066279296875	1386.9266279296876	about the stunts	(PP (IN about) (NP (DT the) (NNS stunts)))	('PP',)
1386.2066279296876	1386.9266279296876	the stunts	(NP (DT the) (NNS stunts))	('NP',)
1387.8666279296876	1392.2866279296877	David even worked with them once on a campaign to protect wild hogs near his home in England	(S (NP (NNP David)) (ADVP (RB even)) (VP (VBD worked) (PP (IN with) (NP (PRP them))) (ADVP (RB once)) (PP (IN on) (NP (DT a) (NN campaign) (S (VP (TO to) (VP (VB protect) (NP (JJ wild) (NNS hogs)) (PP (IN near) (NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England))))))))))))	('S',)
1388.4766279296875	1392.2866279296877	worked with them once on a campaign to protect wild hogs near his home in England	(VP (VBD worked) (PP (IN with) (NP (PRP them))) (ADVP (RB once)) (PP (IN on) (NP (DT a) (NN campaign) (S (VP (TO to) (VP (VB protect) (NP (JJ wild) (NNS hogs)) (PP (IN near) (NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England)))))))))))	('VP',)
1388.6766279296876	1388.9366279296876	with them	(PP (IN with) (NP (PRP them)))	('PP',)
1389.3166279296877	1392.2866279296877	on a campaign to protect wild hogs near his home in England	(PP (IN on) (NP (DT a) (NN campaign) (S (VP (TO to) (VP (VB protect) (NP (JJ wild) (NNS hogs)) (PP (IN near) (NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England))))))))))	('PP',)
1389.4466279296876	1392.2866279296877	a campaign to protect wild hogs near his home in England	(NP (DT a) (NN campaign) (S (VP (TO to) (VP (VB protect) (NP (JJ wild) (NNS hogs)) (PP (IN near) (NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England)))))))))	('NP',)
1389.9766279296875	1392.2866279296877	to protect wild hogs near his home in England	(S (VP (TO to) (VP (VB protect) (NP (JJ wild) (NNS hogs)) (PP (IN near) (NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England))))))))	('S', 'VP')
1390.1166279296876	1392.2866279296877	protect wild hogs near his home in England	(VP (VB protect) (NP (JJ wild) (NNS hogs)) (PP (IN near) (NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England))))))	('VP',)
1390.4866279296875	1391.3366279296877	wild hogs	(NP (JJ wild) (NNS hogs))	('NP',)
1391.3566279296876	1392.2866279296877	near his home in England	(PP (IN near) (NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England)))))	('PP',)
1391.5566279296877	1392.2866279296877	his home in England	(NP (NP (PRP$ his) (NN home)) (PP (IN in) (NP (NNP England))))	('NP',)
1391.5566279296877	1391.8166279296877	his home	(NP (PRP$ his) (NN home))	('NP',)
1391.8166279296877	1392.2866279296877	in England	(PP (IN in) (NP (NNP England)))	('PP',)
1392.7370279296877	1401.4270279296877	That that that's one of their greatest um shames on on them is that they've attacked somebody who is trying to achieve the same goal as they are	(S (NP (NP (IN That)) (SBAR (NP (IN that) (NP (DT that))) (VP (VBZ 's) (NP (NP (CD one)) (PP (IN of) (NP (NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames)) (IN on) (PP (IN on) (NP (PRP them))))))))) (VP (VBZ is) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP 've) (VP (VBN attacked) (NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are)))))))))))))))))))	('S',)
1392.7370279296877	1396.4870279296877	That that that's one of their greatest um shames on on them	(NP (NP (IN That)) (SBAR (NP (IN that) (NP (DT that))) (VP (VBZ 's) (NP (NP (CD one)) (PP (IN of) (NP (NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames)) (IN on) (PP (IN on) (NP (PRP them)))))))))	('NP',)
1392.9570279296877	1396.4870279296877	that that's one of their greatest um shames on on them	(SBAR (NP (IN that) (NP (DT that))) (VP (VBZ 's) (NP (NP (CD one)) (PP (IN of) (NP (NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames)) (IN on) (PP (IN on) (NP (PRP them))))))))	('SBAR',)
1392.9570279296877	1393.3970279296875	that that	(NP (IN that) (NP (DT that)))	('NP',)
1393.1470279296875	1396.4870279296877	's one of their greatest um shames on on them	(VP (VBZ 's) (NP (NP (CD one)) (PP (IN of) (NP (NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames)) (IN on) (PP (IN on) (NP (PRP them)))))))	('VP',)
1393.3970279296875	1396.4870279296877	one of their greatest um shames on on them	(NP (NP (CD one)) (PP (IN of) (NP (NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames)) (IN on) (PP (IN on) (NP (PRP them))))))	('NP',)
1393.5170279296876	1396.4870279296877	of their greatest um shames on on them	(PP (IN of) (NP (NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames)) (IN on) (PP (IN on) (NP (PRP them)))))	('PP',)
1393.5670279296876	1396.4870279296877	their greatest um shames on on them	(NP (NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames)) (IN on) (PP (IN on) (NP (PRP them))))	('NP',)
1393.5670279296876	1395.5070279296876	their greatest um shames	(NP (PRP$ their) (JJS greatest) (JJ um) (NNS shames))	('NP',)
1396.0870279296876	1396.4870279296877	on them	(PP (IN on) (NP (PRP them)))	('PP',)
1396.5070279296876	1401.4270279296877	is that they've attacked somebody who is trying to achieve the same goal as they are	(VP (VBZ is) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP 've) (VP (VBN attacked) (NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are))))))))))))))))))	('VP',)
1396.6870279296877	1401.4270279296877	that they've attacked somebody who is trying to achieve the same goal as they are	(SBAR (IN that) (S (NP (PRP they)) (VP (VBP 've) (VP (VBN attacked) (NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are)))))))))))))))))	('SBAR',)
1396.8670279296875	1401.4270279296877	they've attacked somebody who is trying to achieve the same goal as they are	(S (NP (PRP they)) (VP (VBP 've) (VP (VBN attacked) (NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are))))))))))))))))	('S',)
1396.8670279296875	1401.4270279296877	've attacked somebody who is trying to achieve the same goal as they are	(VP (VBP 've) (VP (VBN attacked) (NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are)))))))))))))))	('VP',)
1397.0870279296876	1401.4270279296877	attacked somebody who is trying to achieve the same goal as they are	(VP (VBN attacked) (NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are))))))))))))))	('VP',)
1398.0070279296876	1401.4270279296877	somebody who is trying to achieve the same goal as they are	(NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are)))))))))))))	('NP',)
1398.5970279296876	1401.4270279296877	who is trying to achieve the same goal as they are	(SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are))))))))))))	('SBAR',)
1399.1470279296875	1401.4270279296877	is trying to achieve the same goal as they are	(S (VP (VBZ is) (VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are)))))))))))	('S', 'VP')
1399.8270279296876	1401.4270279296877	trying to achieve the same goal as they are	(VP (VBG trying) (S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are)))))))))	('VP',)
1400.0370279296876	1401.4270279296877	to achieve the same goal as they are	(S (VP (TO to) (VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are))))))))	('S', 'VP')
1400.1170279296875	1401.4270279296877	achieve the same goal as they are	(VP (VB achieve) (NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are))))))	('VP',)
1400.3970279296875	1401.4270279296877	the same goal as they are	(NP (NP (DT the) (JJ same) (NN goal)) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP are)))))	('NP',)
1400.3970279296875	1400.9070279296875	the same goal	(NP (DT the) (JJ same) (NN goal))	('NP',)
1400.9070279296875	1401.4270279296877	as they are	(SBAR (IN as) (S (NP (PRP they)) (VP (VBP are))))	('SBAR',)
1401.0570279296876	1401.4270279296877	they are	(S (NP (PRP they)) (VP (VBP are)))	('S',)
1401.9370279296877	1405.0370279296876	Saving animals from from suffering is a very noble cause	(S (S (VP (VBG Saving) (NP (NNS animals)) (PP (IN from) (PP (IN from) (NP (NN suffering)))))) (VP (VBZ is) (NP (DT a) (ADJP (RB very) (JJ noble)) (NN cause))))	('S',)
1401.9370279296877	1403.3970279296875	Saving animals from from suffering	(S (VP (VBG Saving) (NP (NNS animals)) (PP (IN from) (PP (IN from) (NP (NN suffering))))))	('S', 'VP')
1402.6270279296875	1403.3970279296875	from from suffering	(PP (IN from) (PP (IN from) (NP (NN suffering))))	('PP',)
1402.8570279296875	1403.3970279296875	from suffering	(PP (IN from) (NP (NN suffering)))	('PP',)
1403.4370279296877	1405.0370279296876	is a very noble cause	(VP (VBZ is) (NP (DT a) (ADJP (RB very) (JJ noble)) (NN cause)))	('VP',)
1403.5870279296876	1405.0370279296876	a very noble cause	(NP (DT a) (ADJP (RB very) (JJ noble)) (NN cause))	('NP',)
1403.6170279296875	1404.2470279296876	very noble	(ADJP (RB very) (JJ noble))	('ADJP',)
1405.0570279296876	1409.3670279296875	But I think sometimes they get carried away with their their power	(S (CC But) (NP (PRP I)) (VP (VBP think) (SBAR (S (ADVP (RB sometimes)) (NP (PRP they)) (VP (VBP get) (VP (VBN carried) (ADVP (RB away)) (PP (IN with) (NP (PRP$ their) (PRP$ their) (NN power)))))))))	('S',)
1406.1170279296875	1409.3670279296875	think sometimes they get carried away with their their power	(VP (VBP think) (SBAR (S (ADVP (RB sometimes)) (NP (PRP they)) (VP (VBP get) (VP (VBN carried) (ADVP (RB away)) (PP (IN with) (NP (PRP$ their) (PRP$ their) (NN power))))))))	('VP',)
1406.3170279296876	1409.3670279296875	sometimes they get carried away with their their power	(SBAR (S (ADVP (RB sometimes)) (NP (PRP they)) (VP (VBP get) (VP (VBN carried) (ADVP (RB away)) (PP (IN with) (NP (PRP$ their) (PRP$ their) (NN power)))))))	('SBAR', 'S')
1407.0170279296876	1409.3670279296875	get carried away with their their power	(VP (VBP get) (VP (VBN carried) (ADVP (RB away)) (PP (IN with) (NP (PRP$ their) (PRP$ their) (NN power)))))	('VP',)
1407.2170279296877	1409.3670279296875	carried away with their their power	(VP (VBN carried) (ADVP (RB away)) (PP (IN with) (NP (PRP$ their) (PRP$ their) (NN power))))	('VP',)
1408.0970279296876	1409.3670279296875	with their their power	(PP (IN with) (NP (PRP$ their) (PRP$ their) (NN power)))	('PP',)
1408.3170279296876	1409.3670279296875	their their power	(NP (PRP$ their) (PRP$ their) (NN power))	('NP',)
